ORDERID,DATE,PURCHASE_TIME,PAYMENT,COGS,GROSS_MARGIN_PERCENTAGE,GROSS_INCOME,RATING
725-67-2480,3/24/2019,18:14,Credit card,352.5,4.761904762,17.625,5.9
641-51-2661,2/12/2019,14:45,Credit card,871,4.761904762,43.55,9.9
714-02-3114,2/21/2019,11:39,Naverpay,197.6,4.761904762,9.88,7.7
518-17-2983,2/4/2019,15:44,Samsungpay,194.52,4.761904762,9.726,7.6
779-42-2410,2/20/2019,13:06,Samsungpay,173.22,4.761904762,8.661,7.7
190-14-3147,2/23/2019,20:43,Samsungpay,71.88,4.761904762,3.594,6.4
408-66-6712,2/16/2019,14:19,Samsungpay,286.26,4.761904762,14.313,4.4
679-22-6530,1/17/2019,10:01,Credit card,81.24,4.761904762,4.062,4.1
588-47-8641,1/14/2019,19:30,Samsungpay,560.4,4.761904762,28.02,4.4
642-61-4706,3/30/2019,16:34,Naverpay,186.8,4.761904762,9.34,5.5
576-31-4774,3/2/2019,13:10,Samsungpay,220.23,4.761904762,11.0115,4
556-41-6224,2/15/2019,17:10,Credit card,269.12,4.761904762,13.456,9.3
811-03-8790,3/1/2019,10:22,Credit card,454.8,4.761904762,22.74,4.8
242-11-3142,2/24/2019,19:57,Naverpay,167.54,4.761904762,8.377,4.6
752-23-3760,2/19/2019,19:29,Credit card,448.56,4.761904762,22.428,7.3
274-05-5470,2/23/2019,18:30,Naverpay,293.88,4.761904762,14.694,6
648-94-3045,2/7/2019,14:27,Samsungpay,589.5,4.761904762,29.475,8.1
130-67-4723,1/11/2019,13:57,Samsungpay,291,4.761904762,14.55,9.4
528-87-5606,2/12/2019,19:43,Naverpay,39.48,4.761904762,1.974,6.5
320-85-2052,1/14/2019,10:11,Credit card,34.81,4.761904762,1.7405,7
370-96-0655,1/9/2019,13:46,Samsungpay,295.92,4.761904762,14.796,7.1
105-10-6182,2/27/2019,12:22,Samsungpay,42.96,4.761904762,2.148,6.6
510-79-0415,1/24/2019,19:20,Samsungpay,138.48,4.761904762,6.924,4.9
241-96-5076,1/8/2019,12:58,Credit card,98.2,4.761904762,4.91,6.4
767-97-4650,1/8/2019,11:59,Credit card,129.66,4.761904762,6.483,8
648-83-1321,1/16/2019,17:59,Naverpay,635.6,4.761904762,31.78,4.3
173-57-2300,3/13/2019,12:51,Naverpay,145.76,4.761904762,7.288,6.1
305-03-2383,2/15/2019,10:36,Naverpay,201.3,4.761904762,10.065,7.5
394-55-6384,1/25/2019,13:38,Naverpay,631.71,4.761904762,31.5855,6.7
266-20-6657,3/12/2019,19:39,Samsungpay,385.28,4.761904762,19.264,5.2
689-05-1884,3/4/2019,12:44,Naverpay,486.3,4.761904762,24.315,8.8
196-01-2849,2/10/2019,13:56,Naverpay,513.66,4.761904762,25.683,9.5
372-62-5264,1/16/2019,14:42,Naverpay,473.4,4.761904762,23.67,7.6
800-09-8606,1/29/2019,19:45,Naverpay,436.85,4.761904762,21.8425,6.6
182-52-7000,1/1/2019,20:26,Samsungpay,108.16,4.761904762,5.408,6.9
826-58-8051,1/6/2019,19:46,Samsungpay,248.76,4.761904762,12.438,4.3
868-06-0466,2/19/2019,19:38,Credit card,626.22,4.761904762,31.311,7.8
751-41-9720,1/12/2019,16:18,Samsungpay,975,4.761904762,48.75,8
626-43-7888,2/7/2019,12:23,Samsungpay,483.28,4.761904762,24.164,9.6
176-64-7711,3/27/2019,19:11,Credit card,96.96,4.761904762,4.848,
191-29-0321,2/27/2019,18:57,Credit card,197.7,4.761904762,9.885,5
729-06-2010,1/6/2019,11:18,Naverpay,724.23,4.761904762,36.2115,9.2
640-48-5028,3/2/2019,12:40,Naverpay,795.51,4.761904762,39.7755,6.3
186-79-9562,3/29/2019,14:06,Naverpay,502.39,4.761904762,25.1195,8.9
834-45-5519,1/31/2019,20:48,Samsungpay,172,4.761904762,8.6,7.6
162-65-8559,1/21/2019,20:13,Naverpay,68.98,4.761904762,3.449,4.8
760-27-5490,1/20/2019,20:37,Samsungpay,124.96,4.761904762,6.248,9.1
445-30-9252,1/17/2019,17:59,Samsungpay,77.1,4.761904762,3.855,6.1
786-94-2700,2/28/2019,20:18,Naverpay,483.72,4.761904762,24.186,9.1
728-88-7867,3/19/2019,15:52,Samsungpay,302.12,4.761904762,15.106,8.3
183-21-3799,2/19/2019,15:14,Samsungpay,698.67,4.761904762,34.9335,7.2
268-20-3585,2/4/2019,12:50,Samsungpay,124.65,4.761904762,6.2325,6
735-32-9839,1/31/2019,10:36,Samsungpay,789.6,4.761904762,39.48,8.5
258-92-7466,2/6/2019,18:33,Credit card,178.4,4.761904762,8.92,6.6
857-16-3520,3/28/2019,16:06,Samsungpay,500.22,4.761904762,25.011,4.5
482-17-1179,1/19/2019,12:47,Credit card,35.82,4.761904762,1.791,8.1
788-21-5741,2/17/2019,13:34,Credit card,136.14,4.761904762,6.807,7.2
821-14-9046,1/18/2019,15:04,Credit card,104.88,4.761904762,5.244,6.1
418-05-0656,2/2/2019,20:42,Naverpay,178.92,4.761904762,8.946,7.1
678-79-0726,1/18/2019,15:28,Naverpay,815.67,4.761904762,40.7835,5.1
776-68-1096,3/18/2019,13:45,Credit card,132.36,4.761904762,6.618,7.9
592-46-1692,1/11/2019,20:10,Naverpay,257.39,4.761904762,12.8695,7.4
434-35-9162,2/4/2019,18:53,Samsungpay,93.36,4.761904762,4.668,7.4
149-14-0304,2/6/2019,14:24,Naverpay,228,4.761904762,11.4,6.6
442-44-6497,1/8/2019,11:42,Credit card,166.71,4.761904762,8.3355,5.9
174-64-0215,3/5/2019,17:49,Credit card,697.4,4.761904762,34.87,8.9
210-74-9613,3/16/2019,15:33,Samsungpay,389.04,4.761904762,19.452,6.8
299-29-0180,3/9/2019,10:54,Naverpay,365.26,4.761904762,18.263,9.3
247-11-2470,3/1/2019,16:23,Credit card,89.28,4.761904762,4.464,4.4
635-28-5728,2/28/2019,19:33,Samsungpay,168,4.761904762,8.4,4.8
756-49-0168,2/8/2019,11:39,Samsungpay,19.7,4.761904762,0.985,9.5
438-23-1242,1/24/2019,10:38,Samsungpay,531.16,4.761904762,26.558,8.9
238-45-6950,3/1/2019,20:03,Samsungpay,53.72,4.761904762,2.686,6.4
607-65-2441,3/10/2019,12:39,Credit card,819.5,4.761904762,40.975,6
386-27-7606,3/23/2019,15:59,Credit card,568.4,4.761904762,28.42,8.1
137-63-5492,1/29/2019,14:26,Samsungpay,587.6,4.761904762,29.38,9
197-77-7132,1/12/2019,18:22,Samsungpay,732.48,4.761904762,36.624,6
805-86-0265,3/20/2019,11:32,Naverpay,845.64,4.761904762,42.282,9.8
733-29-1227,3/23/2019,12:41,Naverpay,389.27,4.761904762,19.4635,8.5
451-73-2711,1/14/2019,15:20,Samsungpay,84.83,4.761904762,4.2415,8.8
373-14-0504,2/12/2019,14:33,Samsungpay,143.26,4.761904762,7.163,8.8
546-80-2899,2/20/2019,15:29,Samsungpay,75.38,4.761904762,3.769,9.5
345-68-9016,1/2/2019,16:19,Credit card,253.36,4.761904762,12.668,5.6
390-17-5806,2/2/2019,16:33,Naverpay,38.42,4.761904762,1.921,8.6
457-13-1708,1/8/2019,19:07,Credit card,652.3,4.761904762,32.615,5.2
664-14-2882,1/30/2019,14:43,Credit card,52.65,4.761904762,2.6325,5.8
487-79-6868,3/26/2019,19:28,Credit card,110.61,4.761904762,5.5305,8
314-23-4520,1/15/2019,20:44,Naverpay,568.61,4.761904762,28.4305,9
210-30-7976,3/14/2019,11:16,Samsungpay,89.28,4.761904762,4.464,4.1
585-86-8361,2/3/2019,10:31,Credit card,136.4,4.761904762,6.82,8.6
807-14-7833,2/22/2019,12:30,Samsungpay,174.2,4.761904762,8.71,7
775-72-1988,1/24/2019,15:05,Samsungpay,366.4,4.761904762,18.32,8.4
288-38-3758,1/25/2019,18:30,Samsungpay,254.61,4.761904762,12.7305,7.4
652-43-6591,3/9/2019,13:18,Credit card,778.32,4.761904762,38.916,6.2
785-96-0615,2/17/2019,15:28,Samsungpay,285.92,4.761904762,14.296,4.9
406-46-7107,1/11/2019,11:52,Naverpay,579.12,4.761904762,28.956,4.5
250-17-5703,2/27/2019,18:24,Samsungpay,188.5,4.761904762,9.425,5.6
156-95-3964,3/25/2019,15:19,Samsungpay,221.56,4.761904762,11.078,8
842-40-8179,2/11/2019,10:38,Credit card,772,4.761904762,38.6,5.6
525-09-8450,1/31/2019,15:12,Credit card,721.3,4.761904762,36.065,4.2
410-67-1709,1/20/2019,17:48,Samsungpay,511.04,4.761904762,25.552,9.9
587-73-4862,3/26/2019,11:07,Samsungpay,53.45,4.761904762,2.6725,7.6
787-87-2010,1/20/2019,15:48,Credit card,222,4.761904762,11.1,6.6
593-14-4239,3/5/2019,19:40,Samsungpay,763.68,4.761904762,38.184,4.7
801-88-0346,1/5/2019,20:30,Credit card,228.18,4.761904762,11.409,9.8
388-76-2555,2/13/2019,13:59,Naverpay,82.14,4.761904762,4.107,6.3
711-31-1234,3/16/2019,18:51,Naverpay,382.56,4.761904762,19.128,7.9
886-54-6089,1/15/2019,17:24,Naverpay,68.58,4.761904762,3.429,7.7
707-32-7409,2/26/2019,11:58,Samsungpay,382.16,4.761904762,19.108,4.5
759-98-4285,2/27/2019,19:01,Credit card,601.09,4.761904762,30.0545,8
201-63-8275,2/17/2019,16:50,Samsungpay,475.93,4.761904762,23.7965,5.7
471-06-8611,2/6/2019,10:22,Credit card,52.42,4.761904762,2.621,6.3
200-16-5952,1/17/2019,16:46,Naverpay,131.3,4.761904762,6.565,6
120-54-2248,1/22/2019,18:08,Credit card,144.3,4.761904762,7.215,8
102-77-2261,3/5/2019,18:02,Credit card,457.17,4.761904762,22.8585,4.2
875-31-8302,1/3/2019,13:07,Naverpay,93.38,4.761904762,4.669,9.6
102-06-2002,3/20/2019,17:52,Naverpay,126.25,4.761904762,6.3125,6.1
457-94-0464,1/31/2019,20:32,Samsungpay,790.83,4.761904762,39.5415,5.6
629-42-4133,2/19/2019,19:24,Naverpay,174.4,4.761904762,8.72,8.3
534-53-3526,2/11/2019,16:06,Samsungpay,379.04,4.761904762,18.952,7.8
307-04-2070,2/5/2019,14:14,Credit card,30.62,4.761904762,1.531,4.1
468-99-7231,3/3/2019,17:36,Naverpay,352.08,4.761904762,17.604,8.8
516-77-6464,2/24/2019,13:08,Samsungpay,50.8,4.761904762,2.54,4.1
404-91-5964,2/4/2019,16:09,Credit card,522.06,4.761904762,26.103,9
886-77-9084,2/19/2019,11:33,Samsungpay,575.12,4.761904762,28.756,5.5
790-38-4466,1/23/2019,10:18,Credit card,54.95,4.761904762,2.7475,9.3
704-10-4056,1/14/2019,10:55,Credit card,181.41,4.761904762,9.0705,5.6
497-37-6538,1/17/2019,15:15,Samsungpay,412.37,4.761904762,20.6185,9.7
651-96-5970,3/3/2019,20:06,Credit card,46.41,4.761904762,2.3205,4
400-80-4065,2/15/2019,20:21,Credit card,274.2,4.761904762,13.71,9.2
744-16-7898,1/15/2019,13:48,Credit card,973.7,4.761904762,48.685,4.9
263-12-5321,2/27/2019,12:52,Credit card,648.2,4.761904762,32.41,9.3
702-72-0487,2/26/2019,12:28,Credit card,93.22,4.761904762,4.661,6.6
605-83-1050,3/15/2019,16:26,Samsungpay,54.36,4.761904762,2.718,4.3
443-60-9639,1/24/2019,13:24,Naverpay,60.87,4.761904762,3.0435,5.5
864-24-7918,2/22/2019,15:15,Naverpay,244.9,4.761904762,12.245,8.1
359-94-5395,3/15/2019,10:50,Credit card,92.78,4.761904762,4.639,9.8
401-09-4232,2/11/2019,18:38,Samsungpay,433.45,4.761904762,21.6725,9.4
751-15-6198,1/12/2019,16:45,Samsungpay,138.06,4.761904762,6.903,7.9
324-41-6833,3/3/2019,19:30,Samsungpay,241.6,4.761904762,12.08,5.1
474-33-8305,3/23/2019,13:23,Samsungpay,471.73,4.761904762,23.5865,6.9
759-29-9521,3/4/2019,11:27,Naverpay,440.64,4.761904762,22.032,8
831-81-6575,2/23/2019,11:12,Naverpay,680.31,4.761904762,34.0155,8
220-68-6701,3/17/2019,16:36,Naverpay,309.88,4.761904762,15.494,4.2
618-34-8551,1/16/2019,18:41,Credit card,186.36,4.761904762,9.318,8.5
257-60-7754,1/8/2019,17:12,Naverpay,200.92,4.761904762,10.046,9
559-61-5987,1/14/2019,10:38,Naverpay,17.75,4.761904762,0.8875,8.6
189-55-2313,1/31/2019,10:33,Samsungpay,621.8,4.761904762,31.09,6
565-91-4567,3/15/2019,14:38,Samsungpay,86,4.761904762,4.3,6.2
380-60-5336,2/24/2019,18:06,Credit card,402.6,4.761904762,20.13,5
815-04-6282,2/8/2019,12:52,Credit card,324.85,4.761904762,16.2425,6.5
674-56-6360,3/22/2019,14:00,Naverpay,95.15,4.761904762,4.7575,6
778-34-2523,1/24/2019,10:57,Naverpay,388.96,4.761904762,19.448,5
499-27-7781,3/14/2019,16:45,Samsungpay,425.68,4.761904762,21.284,5
477-59-2456,1/23/2019,11:15,Naverpay,318.08,4.761904762,15.904,9.2
832-51-6761,1/19/2019,20:29,Samsungpay,271.04,4.761904762,13.552,9.6
869-11-3082,1/27/2019,20:03,Credit card,384.64,4.761904762,19.232,8.4
190-59-3964,2/3/2019,14:35,Credit card,235.8,4.761904762,11.79,6
366-43-6862,3/25/2019,16:32,Samsungpay,211.56,4.761904762,10.578,6.7
186-43-8965,2/24/2019,10:10,Credit card,95.36,4.761904762,4.768,4.1
784-21-9238,2/7/2019,14:15,Naverpay,10.17,4.761904762,0.5085,5.9
276-75-6884,3/4/2019,10:05,Naverpay,206.13,4.761904762,10.3065,8.7
109-86-4363,2/14/2019,11:36,Credit card,420.56,4.761904762,21.028,4.5
569-76-2760,1/29/2019,18:15,Credit card,88.04,4.761904762,4.402,6.6
222-42-0244,1/28/2019,13:53,Credit card,648.99,4.761904762,32.4495,7.7
760-53-9233,3/26/2019,18:37,Credit card,123.84,4.761904762,6.192,8.5
538-22-0304,3/24/2019,18:27,Naverpay,649.5,4.761904762,32.475,5.2
416-17-9926,1/1/2019,14:42,Credit card,742.2,4.761904762,37.11,4.3
237-44-6163,1/24/2019,17:43,Naverpay,84.48,4.761904762,4.224,7.6
636-17-0325,2/25/2019,18:37,Naverpay,250.28,4.761904762,12.514,9.5
343-75-9322,1/9/2019,16:34,Naverpay,94.8,4.761904762,4.74,4.1
528-14-9470,2/14/2019,14:42,Samsungpay,91.3,4.761904762,4.565,9.2
427-45-9297,3/12/2019,11:01,Samsungpay,285.11,4.761904762,14.2555,5.4
807-34-3742,3/26/2019,19:44,Naverpay,52.38,4.761904762,2.619,5.8
288-62-1085,1/9/2019,13:34,Samsungpay,192.7,4.761904762,9.635,5.6
670-71-7306,1/2/2019,20:08,Credit card,267.78,4.761904762,13.389,5.1
660-29-7083,1/15/2019,15:01,Naverpay,558.7,4.761904762,27.935,5.8
271-77-8740,1/1/2019,11:40,Samsungpay,175.32,4.761904762,8.766,5
497-36-0989,2/15/2019,15:21,Naverpay,155.82,4.761904762,7.791,7.9
291-59-1384,2/28/2019,17:38,Naverpay,60.3,4.761904762,3.015,6
860-73-6466,3/2/2019,16:16,Credit card,78.94,4.761904762,3.947,5
549-23-9016,2/13/2019,18:15,Credit card,29.74,4.761904762,1.487,8.9
896-34-0956,1/26/2019,12:43,Naverpay,21.32,4.761904762,1.066,5.9
804-38-3935,1/30/2019,11:32,Credit card,281.34,4.761904762,14.067,5.9
585-90-0249,1/27/2019,18:08,Samsungpay,73.26,4.761904762,3.663,9.7
862-29-5914,1/30/2019,17:08,Credit card,22.38,4.761904762,1.119,8.6
845-94-6841,1/8/2019,19:38,Naverpay,655.92,4.761904762,32.796,4
125-45-2293,1/19/2019,13:11,Naverpay,594.6,4.761904762,29.73,4.2
843-73-4724,1/25/2019,11:05,Naverpay,74.1,4.761904762,3.705,9.2
409-33-9708,2/19/2019,10:12,Samsungpay,196.96,4.761904762,9.848,9.2
658-66-3967,1/14/2019,15:42,Samsungpay,372.33,4.761904762,18.6165,5
866-70-2814,2/25/2019,11:58,Samsungpay,527.9,4.761904762,26.395,10
160-22-2687,1/23/2019,14:21,Samsungpay,479.75,4.761904762,23.9875,8.8
895-03-6665,2/16/2019,10:52,Naverpay,328.59,4.761904762,16.4295,4.2
770-42-8960,1/1/2019,19:31,Naverpay,168.96,4.761904762,8.448,6.3
748-45-2862,3/7/2019,18:35,Naverpay,113.24,4.761904762,5.662,8.2
234-36-2483,2/15/2019,13:51,Naverpay,345.54,4.761904762,17.277,5.1
316-66-3011,1/23/2019,12:35,Naverpay,428.67,4.761904762,21.4335,5
848-95-6252,2/20/2019,13:24,Samsungpay,86.27,4.761904762,4.3135,7
840-76-5966,1/8/2019,18:06,Samsungpay,25.52,4.761904762,1.276,7.8
152-03-4217,3/17/2019,11:55,Credit card,101.52,4.761904762,5.076,4.3
533-66-5566,1/12/2019,11:42,Naverpay,357.49,4.761904762,17.8745,7
124-31-1458,1/8/2019,14:30,Naverpay,238.77,4.761904762,11.9385,6.6
176-78-1170,1/26/2019,15:11,Samsungpay,101.43,4.761904762,5.0715,7.3
361-59-0574,3/15/2019,14:48,Credit card,724.24,4.761904762,36.212,6.5
101-81-4070,1/17/2019,12:36,Samsungpay,125.64,4.761904762,6.282,4.9
631-34-1880,1/8/2019,19:09,Credit card,72.93,4.761904762,3.6465,4.3
852-82-2749,1/6/2019,13:35,Samsungpay,258.36,4.761904762,12.918,9.3
873-14-6353,2/16/2019,10:33,Credit card,173.74,4.761904762,8.687,7.1
584-66-4073,3/13/2019,15:45,Samsungpay,56.5,4.761904762,2.825,9.6
544-55-9589,1/28/2019,11:51,Naverpay,214.3,4.761904762,10.715,6.2
166-19-2553,1/18/2019,17:26,Naverpay,534.36,4.761904762,26.718,9.9
737-88-5876,3/19/2019,11:52,Credit card,93.16,4.761904762,4.658,5.9
154-87-7367,3/15/2019,14:04,Samsungpay,522.08,4.761904762,26.104,6.3
885-56-0389,2/12/2019,17:49,Naverpay,52.35,4.761904762,2.6175,4
608-05-3804,2/25/2019,20:19,Naverpay,39.75,4.761904762,1.9875,6.1
448-61-3783,3/21/2019,16:08,Credit card,720.16,4.761904762,36.008,4.5
761-49-0439,1/19/2019,10:17,Samsungpay,96.8,4.761904762,4.84,8.6
490-95-0021,1/8/2019,14:25,Samsungpay,332.1,4.761904762,16.605,6
115-38-7388,3/30/2019,12:51,Credit card,81.44,4.761904762,4.072,9.5
311-13-6971,2/20/2019,15:18,Credit card,319.9,4.761904762,15.995,9.9
291-55-6563,3/30/2019,12:45,Samsungpay,206.52,4.761904762,10.326,7.5
548-48-3156,3/19/2019,13:37,Naverpay,166.68,4.761904762,8.334,7.6
460-93-5834,1/13/2019,10:03,Naverpay,319.06,4.761904762,15.953,5
325-89-4209,2/5/2019,19:42,Samsungpay,87.9,4.761904762,4.395,6.7
884-80-6021,3/23/2019,13:14,Samsungpay,734.7,4.761904762,36.735,9.5
137-74-8729,3/13/2019,12:47,Samsungpay,97.52,4.761904762,4.876,6.8
880-46-5796,3/17/2019,19:53,Samsungpay,769.2,4.761904762,38.46,5.6
389-70-2397,2/21/2019,10:26,Naverpay,418.3,4.761904762,20.915,7.2
114-35-5271,2/7/2019,15:06,Naverpay,463.28,4.761904762,23.164,8.1
607-76-6216,3/2/2019,16:35,Credit card,462.45,4.761904762,23.1225,8.6
715-20-1673,3/6/2019,20:57,Naverpay,141.9,4.761904762,7.095,9.4
811-35-1094,2/6/2019,15:16,Credit card,302.7,4.761904762,15.135,8.9
699-88-1972,1/28/2019,17:47,Credit card,793.28,4.761904762,39.664,4.2
781-84-8059,1/18/2019,16:23,Samsungpay,425.18,4.761904762,21.259,5
409-49-6995,2/5/2019,10:17,Naverpay,283.62,4.761904762,14.181,8.8
725-54-0677,3/2/2019,13:50,Naverpay,599.2,4.761904762,29.96,5.3
146-09-5432,2/9/2019,19:17,Samsungpay,315.36,4.761904762,15.768,4.6
377-79-7592,1/14/2019,14:00,Credit card,403.56,4.761904762,20.178,7.5
509-10-0516,2/9/2019,12:02,Samsungpay,183.88,4.761904762,9.194,5.1
595-94-9924,3/26/2019,20:21,Credit card,138.65,4.761904762,6.9325,4.2
865-41-9075,1/28/2019,17:35,Naverpay,80.71,4.761904762,4.0355,8.1
545-07-8534,2/14/2019,12:42,Samsungpay,116.64,4.761904762,5.832,6
118-62-1812,3/24/2019,17:56,Naverpay,313.52,4.761904762,15.676,7.9
450-42-3339,2/9/2019,18:58,Credit card,846.1,4.761904762,42.305,8.8
851-98-3555,3/24/2019,14:08,Credit card,414.4,4.761904762,20.72,6.6
186-71-5196,3/27/2019,16:30,Samsungpay,159.08,4.761904762,7.954,6.2
624-01-8356,1/27/2019,10:44,Credit card,490.1,4.761904762,24.505,4.2
313-66-9943,3/27/2019,20:29,Credit card,87.45,4.761904762,4.3725,7.3
151-27-8496,1/19/2019,11:43,Samsungpay,224.52,4.761904762,11.226,8.6
453-33-6436,2/7/2019,10:09,Naverpay,744.96,4.761904762,37.248,6.8
522-57-8364,1/31/2019,10:00,Samsungpay,410.72,4.761904762,20.536,7.6
459-45-2396,2/25/2019,18:45,Naverpay,298.8,4.761904762,14.94,5.8
717-96-4189,2/2/2019,12:40,Naverpay,212.94,4.761904762,10.647,4.1
722-13-2115,3/14/2019,15:36,Credit card,42.85,4.761904762,2.1425,9.3
749-81-8133,3/11/2019,12:04,Naverpay,378.68,4.761904762,18.934,6.8
777-67-2495,2/22/2019,11:26,Samsungpay,206.91,4.761904762,10.3455,8.7
636-98-3364,3/2/2019,12:36,Samsungpay,78.78,4.761904762,3.939,6.3
246-55-6923,3/10/2019,15:06,Credit card,322.11,4.761904762,16.1055,5.1
181-82-6255,2/8/2019,10:58,Naverpay,98.22,4.761904762,4.911,7
838-02-1821,2/22/2019,12:10,Credit card,25.46,4.761904762,1.273,5.2
887-42-0517,1/10/2019,10:31,Credit card,581.98,4.761904762,29.099,6.6
457-12-0244,3/14/2019,13:49,Samsungpay,211.32,4.761904762,10.566,6.5
226-34-0034,1/10/2019,11:10,Samsungpay,55.12,4.761904762,2.756,9
321-49-7382,2/15/2019,17:38,Credit card,88.31,4.761904762,4.4155,5.2
397-25-8725,1/13/2019,17:54,Credit card,356.58,4.761904762,17.829,6.8
431-66-2305,2/15/2019,20:51,Credit card,794.25,4.761904762,39.7125,7.6
825-94-5922,3/2/2019,19:26,Samsungpay,50.62,4.761904762,2.531,7.2
641-62-7288,3/24/2019,13:33,Samsungpay,599.52,4.761904762,29.976,7.1
756-93-1854,2/2/2019,14:05,Credit card,166.7,4.761904762,8.335,9.5
243-55-8457,2/27/2019,11:40,Samsungpay,744.4,4.761904762,37.22,5.1
458-10-8612,1/20/2019,12:27,Samsungpay,448.56,4.761904762,22.428,7.6
501-61-1753,1/3/2019,20:24,Samsungpay,378.9,4.761904762,18.945,9.8
235-06-8510,1/24/2019,20:59,Samsungpay,257.16,4.761904762,12.858,5.1
433-08-7822,1/5/2019,19:48,Samsungpay,552.23,4.761904762,27.6115,7.5
361-85-2571,3/30/2019,10:18,Naverpay,447.4,4.761904762,22.37,7.4
131-70-8179,2/17/2019,16:27,Naverpay,276.27,4.761904762,13.8135,4.2
500-02-2261,3/21/2019,17:04,Samsungpay,343.74,4.761904762,17.187,5.9
720-72-2436,3/2/2019,18:14,Samsungpay,266.08,4.761904762,13.304,6.9
702-83-5291,3/27/2019,10:43,Naverpay,898.38,4.761904762,44.919,6.6
809-69-9497,1/19/2019,19:30,Samsungpay,456.8,4.761904762,22.84,5.7
449-16-6770,2/19/2019,14:53,Credit card,253.95,4.761904762,12.6975,5.3
333-23-2632,3/28/2019,20:14,Naverpay,70.56,4.761904762,3.528,4.2
489-82-1237,1/5/2019,11:51,Credit card,657.16,4.761904762,32.858,7.3
859-97-6048,3/26/2019,14:13,Credit card,168.5,4.761904762,8.425,5.3
676-10-2200,2/3/2019,20:13,Samsungpay,53.78,4.761904762,2.689,4.7
373-88-1424,2/6/2019,18:44,Samsungpay,179.05,4.761904762,8.9525,7.9
365-16-4334,2/24/2019,14:26,Samsungpay,211.44,4.761904762,10.572,8.9
503-21-4385,2/21/2019,12:40,Samsungpay,119.73,4.761904762,5.9865,9.3
305-89-2768,1/9/2019,18:43,Samsungpay,65.7,4.761904762,3.285,4.7
574-80-1489,2/25/2019,13:22,Samsungpay,251.4,4.761904762,12.57,8.7
784-08-0310,1/13/2019,13:58,Naverpay,84.16,4.761904762,4.208,7.6
200-40-6154,2/9/2019,11:45,Naverpay,395.46,4.761904762,19.773,5.7
846-10-0341,1/6/2019,11:51,Naverpay,297.99,4.761904762,14.8995,6.8
577-34-7579,1/10/2019,17:16,Naverpay,454.41,4.761904762,22.7205,5.4
430-02-3888,2/7/2019,15:55,Naverpay,276.12,4.761904762,13.806,7.1
867-47-1948,1/9/2019,12:07,Naverpay,158,4.761904762,7.9,7.8
384-59-6655,2/19/2019,15:07,Naverpay,887.94,4.761904762,44.397,8.4
256-58-3609,3/18/2019,15:29,Naverpay,91.98,4.761904762,4.599,9.8
324-92-3863,2/5/2019,18:45,Naverpay,41.78,4.761904762,2.089,9.8
593-08-5916,3/19/2019,15:23,Credit card,15.5,4.761904762,0.775,7.4
364-34-2972,3/30/2019,20:37,Naverpay,290.46,4.761904762,14.523,6.7
794-42-3736,1/26/2019,14:41,Credit card,66.66,4.761904762,3.333,6.4
172-42-8274,3/2/2019,18:18,Credit card,76.54,4.761904762,3.827,5.8
558-60-5016,3/4/2019,15:27,Samsungpay,299.7,4.761904762,14.985,7.2
195-06-0432,1/13/2019,12:55,Credit card,243.03,4.761904762,12.1515,9.3
605-03-2706,3/25/2019,18:02,Naverpay,47.4,4.761904762,2.37,9.5
214-30-2776,3/11/2019,19:44,Credit card,172.45,4.761904762,8.6225,9
746-04-1077,1/1/2019,11:36,Credit card,846.3,4.761904762,42.315,9
448-34-8700,2/10/2019,13:51,Samsungpay,258.37,4.761904762,12.9185,6.7
452-04-8808,1/26/2019,15:17,Naverpay,609.56,4.761904762,30.478,5.5
531-56-4728,2/11/2019,15:29,Naverpay,240.24,4.761904762,12.012,5.4
744-82-9138,2/7/2019,17:59,Naverpay,172.26,4.761904762,8.613,8.2
883-69-1285,3/6/2019,11:55,Credit card,99.84,4.761904762,4.992,7
221-25-5073,3/4/2019,10:39,Naverpay,298.64,4.761904762,14.932,8.5
518-71-6847,2/26/2019,15:10,Samsungpay,159.6,4.761904762,7.98,4.9
156-20-0370,3/10/2019,18:10,Credit card,25.45,4.761904762,1.2725,5.1
151-33-7434,2/4/2019,20:43,Credit card,67.77,4.761904762,3.3885,6.5
728-47-9078,1/19/2019,12:46,Naverpay,238.36,4.761904762,11.918,9.8
809-46-1866,1/23/2019,17:44,Naverpay,232.6,4.761904762,11.63,8.4
139-32-4183,3/14/2019,14:19,Samsungpay,877.32,4.761904762,43.866,7.4
148-41-7930,1/23/2019,10:33,Naverpay,699.72,4.761904762,34.986,6.1
189-40-5216,1/9/2019,11:40,Naverpay,674.59,4.761904762,33.7295,6
374-38-5555,2/7/2019,19:30,Samsungpay,318.55,4.761904762,15.9275,8.5
764-44-8999,2/18/2019,14:42,Samsungpay,29.52,4.761904762,1.476,4.3
552-44-5977,1/3/2019,19:08,Credit card,496,4.761904762,24.8,6.2
267-62-7380,3/29/2019,19:12,Samsungpay,823.4,4.761904762,41.17,4.3
430-53-4718,1/28/2019,15:46,Credit card,602.96,4.761904762,30.148,8.4
886-18-2897,3/22/2019,19:06,Credit card,282.8,4.761904762,14.14,4.5
602-16-6955,1/24/2019,18:10,Samsungpay,766,4.761904762,38.3,6
745-74-0715,3/10/2019,20:46,Samsungpay,116.06,4.761904762,5.803,8.8
690-01-6631,2/22/2019,18:35,Samsungpay,174.9,4.761904762,8.745,6.6
